_id,latLng,name,city,state,country,updatedAt
XK8tNxWwwb,"35.1323223,-82.9340266",Lake Toxaway,Lake Toxaway,North Carolina,US,2024-02-11T05:00:00.000Z
vyUWgpIDQP,"37.9879843,-92.7973035",Lake Valley Golf Club,Camdenton,Missouri,US,2024-02-11T05:00:00.000Z
83E2FTtqKy,"40.0965227,-105.25149",Lake Valley Golf Club,Longmont,Colorado,US,2024-02-11T05:00:00.000Z
7sK5TPi2Qj,"27.0644814,-82.4459784",Lake Venice Golf Club,Venice,Florida,US,2024-02-11T05:00:00.000Z
zTWs6JqLXk,"34.3457189,-79.1655945",Lake View,Lake View,South Carolina,US,2024-02-11T05:00:00.000Z
xU2G7C79pj,"42.184104,-79.819054",Lake View Country Club,North East,Pennsylvania,US,2024-02-11T05:00:00.000Z
4XMYsll1HO,"36.1787177,-115.987494",Lake View Executive Golf Course,Pahrump,Nevada,US,2024-02-11T05:00:00.000Z
KXtkSpUTIQ,"27.89565349,-81.5401938",Lake Wales Country Club,Lake Wales,Florida,US,2024-02-11T05:00:00.000Z
lMNym54gGr,"47.37521359,-122.046882",Lake Wilderness Golf Course,Maple Valley,Washington,US,2024-02-11T05:00:00.000Z
z3YFZ76BYx,"39.232949,-121.200511",Lake Wildwood,Lake Wildwood,California,US,2024-02-11T05:00:00.000Z
UazjkeVfpG,"36.2097852,-78.9053091",Lake Winds Golf Course,Rougemont,North Carolina,US,2024-02-11T05:00:00.000Z
WcwMg8CrXX,"43.2072739,-89.3524458",Lake Windsor Country Club,Windsor,Wisconsin,US,2024-02-11T05:00:00.000Z
1PlLwjJD7p,"43.54557409,-71.1342544",Lake Winnipesaukee Golf Club,New Durham,New Hampshire,US,2024-02-11T05:00:00.000Z
XU6VwVAHUl,"44.9853078,-91.3498106",Lake Wissota Golf & Events,Chippewa Falls,Wisconsin,US,2024-02-11T05:00:00.000Z
sQw5jRP4eL,"26.6167555,-80.0684479",Lake Worth Beach,Lake Worth Beach,Florida,US,2024-02-11T05:00:00.000Z
GWYmOTcnW0,"26.6239998,-80.0471377",Lake Worth Beach Golf Club,Lake Worth Beach,Florida,US,2024-02-11T05:00:00.000Z
GRfRV2NZQK,"41.4838118,-71.950374",Lake of Isles,North Stonington,Connecticut,US,2024-02-11T05:00:00.000Z
KaGONUhnlX,"40.2064217,-88.3686663",Lake of the Woods,Lake of the Woods,Illinois,US,2024-02-11T05:00:00.000Z
VhHlnjyCdu,"38.9953424,-94.5194217",Lake of the Woods,Kansas City,Missouri,US,2024-02-11T05:00:00.000Z
pKqEWt9mLg,"38.3401712,-77.7607522",Lake of the Woods,Lake of the Woods,Virginia,US,2024-02-11T05:00:00.000Z
XEbOqaoQO4,"33.5124838,-101.915917",LakeRidge Country Club,Lubbock,Texas,US,2024-02-11T05:00:00.000Z
WsCvpwWhDT,"40.76547619,-79.9243889",LakeVue North Golf Course,Butler,Pennsylvania,US,2024-02-11T05:00:00.000Z
KX6InvHF7s,"35.213189,-89.7468612",Lakeland Golf Club,Lakeland,Tennessee,US,2024-02-11T05:00:00.000Z
EK1TR1ZuDC,"40.150444,-83.9584579",Lakeland Golf Course,Saint Paris,Ohio,US,2024-02-11T05:00:00.000Z
HXWcHyCUQ5,"43.6571883,-72.4401979",Lakeland Golf Course,Hartford,Vermont,US,2024-02-11T05:00:00.000Z
7yY9HMVD3U,"36.0406967,-83.2665442",Lakeland Golf of Baneberry,Baneberry,Tennessee,US,2024-02-11T05:00:00.000Z
w4utIjkP3z,"42.2324409,-84.2898941",Lakeland Hills Golf Club,Jackson,Michigan,US,2024-02-11T05:00:00.000Z
9Q72XjaoKt,"47.5509974,-117.704937",Lakeland Village,Medical Lake,Washington,US,2024-02-11T05:00:00.000Z
QcqwDDoo1S,"42.4737194,-83.8365328",Lakelands Golf & Country Club,Brighton,Michigan,US,2024-02-11T05:00:00.000Z
RmjC5vAtJz,"39.4763024,-119.816385",Lakeridge Golf Course,Reno,Nevada,US,2024-02-11T05:00:00.000Z
b2wRs0WCgK,"34.0320748,-78.0525406",Lakes Country Club,Boiling Spring Lakes,North Carolina,US,2024-02-11T05:00:00.000Z
bjbhMCyBrE,"40.16519239,-82.9450933",Lakes Golf & Country Club,Westerville,Ohio,US,2024-02-11T05:00:00.000Z
E2hK82aGzv,"43.94133749,-96.9851989",Lakes Golf Course,Wentworth,South Dakota,US,2024-02-11T05:00:00.000Z
HKVqCsTrHc,"43.4779449,-85.9307439",Lakes Restaurant & Pub,Fremont,Michigan,US,2024-02-11T05:00:00.000Z
9JVnmQBzzX,"42.2099154,-83.2832109",Lakes of Taylor Golf Course,Taylor,Michigan,US,2024-02-11T05:00:00.000Z
rCCUmqJo3p,"41.4103151,-87.2130883",Lakes of the Four Seasons,Lakes of the Four Seasons,Indiana,US,2024-02-11T05:00:00.000Z
tOi65ixIMD,"44.91523739,-84.8653259",Lakes of the North Golf Course,Mancelona,Michigan,US,2024-02-11T05:00:00.000Z
UyM4sc2SBj,"37.36166,-87.5265731",Lakeshore Country Club,Madisonville,Kentucky,US,2024-02-11T05:00:00.000Z
YtZEqntvDp,"39.4944801,-89.2541961",Lakeshore Golf Course,Taylorville,Illinois,US,2024-02-11T05:00:00.000Z
HT7mg4zptg,"41.538557,-82.7672968",Lakeside,Lakeside Marblehead,Ohio,US,2024-02-11T05:00:00.000Z
rvfSA6Id8V,"40.653788,-112.76257",Lakeside,Lakeside,Utah,US,2024-02-11T05:00:00.000Z
4Vtsn2dmxH,"27.3007523,-82.5329634",Lakeside Club of Sarasota,Sarasota,Florida,US,2024-02-11T05:00:00.000Z
YtYKzeTxBY,"28.8729918,-82.3587091",Lakeside Country Club,Inverness,Florida,US,2024-02-11T05:00:00.000Z
h0RaeJQtCB,"29.7646789,-95.5776748",Lakeside Country Club,Houston,Texas,US,2024-02-11T05:00:00.000Z
8yteAtEkoo,"34.4870605,-81.9554594",Lakeside Country Club,Laurens,South Carolina,US,2024-02-11T05:00:00.000Z
iKbXgK7sLI,"42.6348348,-77.0701125",Lakeside Country Club,Penn Yan,New York,US,2024-02-11T05:00:00.000Z
rdUTifMtEn,"34.1445304,-118.3514",Lakeside Golf Club,Burbank,California,US,2024-02-11T05:00:00.000Z
S6FPJdXAGT,"39.5504837,-81.6036333",Lakeside Golf Course,Beverly,Ohio,US,2024-02-11T05:00:00.000Z
a72I9z3BhX,"44.11630239,-84.4272155",Lakeside Golf Course,Gladwin,Michigan,US,2024-02-11T05:00:00.000Z
UxJ89H0bjG,"35.8502396,-84.4960641",Lakeside Golf Course,Kingston,Tennessee,US,2024-02-11T05:00:00.000Z
MwNslfs4g0,"37.99249359,-84.4301538",Lakeside Golf Course,Lexington,Kentucky,US,2024-02-11T05:00:00.000Z
dq11aMzFnd,"42.5827167,-94.1843839",Lakeside Municipal Golf Course,Fort Dodge,Iowa,US,2024-02-11T05:00:00.000Z
ZSww2D397M,"37.6227361,-77.4664983",Lakeside Park Club,Richmond,Virginia,US,2024-02-11T05:00:00.000Z
oO0Dd28Qrx,"32.020986,-97.4939069",Lakeside Village,Lakeside Village,Texas,US,2024-02-11T05:00:00.000Z
xCm9GKaSA7,"39.46048899,-84.290272",Lakeside at Shaker Run by Fischer Homes,Lebanon,Ohio,US,2024-02-11T05:00:00.000Z
HCsofL8FE3,"37.5400506,-122.358928",Lakeview,Hillsborough,California,US,2024-02-11T05:00:00.000Z
gAIZtIViB5,"46.0060795,-91.2910206",Lakeview Golf & Pizza,Hayward,Wisconsin,US,2024-02-11T05:00:00.000Z
putjWrg9K2,"26.4439174,-80.1062729",Lakeview Golf Club,Delray Beach,Florida,US,2024-02-11T05:00:00.000Z
3hu0mdqFgp,"39.7494873,-94.0360366",Lakeview Golf Club,Hamilton,Missouri,US,2024-02-11T05:00:00.000Z
f4XUgE979E,"34.731166,-82.428966",Lakeview Golf Club,Piedmont,South Carolina,US,2024-02-11T05:00:00.000Z
juQwHo7EYL,"38.38760329,-78.8316591",Lakeview Golf Club,Harrisonburg,Virginia,US,2024-02-11T05:00:00.000Z
HX8Qk5yRjE,"42.8457183,-97.4801406",Lakeview Golf Course,Crofton,Nebraska,US,2024-02-11T05:00:00.000Z
1QVOE59R0d,"38.72136779,-86.9193975",Lakeview Golf Course,Loogootee,Indiana,US,2024-02-11T05:00:00.000Z
rQV4LF9BEY,"40.51460259,-88.0910383",Lakeview Golf Course,Loda,Illinois,US,2024-02-11T05:00:00.000Z
JrnbobblwI,"43.6264821,-116.44592",Lakeview Golf Course,Meridian,Idaho,US,2024-02-11T05:00:00.000Z
vooNUJFaZP,"34.21752439,-97.1461602",Lakeview Golf Course,Ardmore,Oklahoma,US,2024-02-11T05:00:00.000Z
kIiMw48lFm,"32.337041,-88.6241759",Lakeview Golf Course,Meridian,Mississippi,US,2024-02-11T05:00:00.000Z
GST8bYq9Vt,"39.6664632,-79.8538528",Lakeview Golf Resort,Morgantown,West Virginia,US,2024-02-11T05:00:00.000Z
BWjblR0dae,"43.741823,-98.044206",Lakeview Municipal Golf Course,Mitchell,South Dakota,US,2024-02-11T05:00:00.000Z
lcd5nzE7QT,"47.0272401,-91.664225",Lakeview National Golf Course,Two Harbors,Minnesota,US,2024-02-11T05:00:00.000Z
vintW7mQPw,"39.6663248,-79.8547272",Lakeview Resort Mountainview Golf Course,Morgantown,West Virginia,US,2024-02-11T05:00:00.000Z
CplTBtW53K,"38.2129018,-84.8215939",Lakeview Springs Golf,Frankfort,Kentucky,US,2024-02-11T05:00:00.000Z
BVXEGFYQdZ,"32.8372209,-84.8507243",Lakeview Golf Course,Pine Mountain,Georgia,US,2024-02-11T05:00:00.000Z
V619LBrGUC,"41.8692512,-70.943405",Lakeville Country Club,Lakeville,Massachusetts,US,2024-02-11T05:00:00.000Z
AEiHqEiBDy,"32.83455,-96.7428051",Lakewood,Dallas,Texas,US,2024-02-11T05:00:00.000Z
BzsBdFsENb,"29.9902891,-90.1204281",Lakewood,New Orleans,Louisiana,US,2024-02-11T05:00:00.000Z
HQSevBn0aD,"40.08212899,-74.2097014",Lakewood,Lakewood,New Jersey,US,2024-02-11T05:00:00.000Z
Uk2zPKNNDm,"39.7313889,-105.070277",Lakewood Country Club,Lakewood,Colorado,US,2024-02-11T05:00:00.000Z
9yPxoh5rRW,"40.1097259,-74.2473856",Lakewood Country Club,Lakewood,New Jersey,US,2024-02-11T05:00:00.000Z
KP3SJRObyh,"33.833414,-118.154233",Lakewood Country Club,Lakewood,California,US,2024-02-11T05:00:00.000Z
TwERrbHj6y,"39.08347339,-77.1951153",Lakewood Country Club,Rockville,Maryland,US,2024-02-11T05:00:00.000Z
IVEM0IY1YA,"34.9808741,-78.4965459",Lakewood Country Club,Salemburg,North Carolina,US,2024-02-11T05:00:00.000Z
KQXOxT05k9,"41.4490051,-81.9572381",Lakewood Country Club,Westlake,Ohio,US,2024-02-11T05:00:00.000Z
8K4L8YaaRZ,"26.1217414,-81.7517989",Lakewood Country Club,Naples,Florida,US,2024-02-11T05:00:00.000Z
aIxo0OaOC2,"37.0120789,-85.1196669",Lakewood Country Club of Russell Springs,Russell Springs,Kentucky,US,2024-02-11T05:00:00.000Z
hXnmLZYHbf,"30.0387831,-95.2518437",Lakewood Cove,Houston,Texas,US,2024-02-11T05:00:00.000Z
gWTypPfyO7,"35.7658337,-80.939397",Lakewood Golf Club,Statesville,North Carolina,US,2024-02-11T05:00:00.000Z
WRfDBFAn0Z,"30.485301,-87.9234559",Lakewood Golf Club,Fairhope,Alabama,US,2024-02-11T05:00:00.000Z
eTflj1CDHd,"32.5027128,-85.0331696",Lakewood Golf Course,Phenix City,Alabama,US,2024-02-11T05:00:00.000Z
IUgEAH6612,"27.4372652,-82.3610774",Lakewood National Golf Club,Lakewood Ranch,Florida,US,2024-02-11T05:00:00.000Z
e4JUhXGk3n,"39.007557,-94.3594435",Lakewood Oaks Country Club,Lee's Summit,Missouri,US,2024-02-11T05:00:00.000Z
GnIvkC9rUx,"44.1948436,-85.492543",Lakewood on the Green,Cadillac,Michigan,US,2024-02-11T05:00:00.000Z
eR5Cyb9KSv,"46.1970028,-91.1316083",Lakewoods Forest Ridges Golf Course,Cable,Wisconsin,US,2024-02-11T05:00:00.000Z
zYaTFnYlx4,"39.5842907,-107.519524",Lakota Links,New Castle,Colorado,US,2024-02-11T05:00:00.000Z
63cXuNKUQ3,"35.75300939,-83.8880156",Lambert Acres Golf Club,Maryville,Tennessee,US,2024-02-11T05:00:00.000Z
DIzE2cBWLA,"36.88389749,-76.3153782",Lambert's Point Golf Course,Norfolk,Virginia,US,2024-02-11T05:00:00.000Z
xZvV1nlrKv,"40.6097488,-93.9207",Lamoni Golf & Country Club,Lamoni,Iowa,US,2024-02-11T05:00:00.000Z
4fAgjYBxJI,"38.6508369,-95.601593",Lamont Hill,Vassar,Kansas,US,2024-02-11T05:00:00.000Z
aete4JKKIR,"42.8907814,-78.6218643",Lancaster Country Club,Lancaster,New York,US,2024-02-11T05:00:00.000Z
bxFuHvt5PG,"42.84032649,-90.701374",Lancaster Country Club,Lancaster,Wisconsin,US,2024-02-11T05:00:00.000Z
jhhM6iJrjY,"40.06218959,-76.2712634",Lancaster Country Club,Lancaster,Pennsylvania,US,2024-02-11T05:00:00.000Z
9KqpU27oh5,"34.68377419,-80.7854302",Lancaster Golf Club,Lancaster,South Carolina,US,2024-02-11T05:00:00.000Z
TrIN5r6zHM,"39.6820945,-82.6142043",Lancaster Golf Club,Lancaster,Ohio,US,2024-02-11T05:00:00.000Z
tfzDabuJFF,"40.02471159,-76.215305",Lancaster Host Resort,Lancaster,Pennsylvania,US,2024-02-11T05:00:00.000Z
ymsvTpQGoe,"34.41813589,-78.761048",Land-O-Lakes Golf Course,Whiteville,North Carolina,US,2024-02-11T05:00:00.000Z
AToTEr5Q65,"29.7111266,-98.1316732",Landa Park Golf Course at Comal Springs,New Braunfels,Texas,US,2024-02-11T05:00:00.000Z
xYUYZ2liUW,"38.6573638,-90.6483535",Landings at Spirit Golf Club,Chesterfield,Missouri,US,2024-02-11T05:00:00.000Z
1AbRE7gicV,"42.369547,-96.527463",Landmand Golf Club,Homer,Nebraska,US,2024-02-11T05:00:00.000Z
dDu9qOpcI2,"43.011495,-96.0438068",Landsmeer Golf Club,Orange City,Iowa,US,2024-02-11T05:00:00.000Z
RdBGW1B7yQ,"33.8421702,-83.531744",Lane Creek Golf Club,Bishop,Georgia,US,2024-02-11T05:00:00.000Z
FQhGfEAsV6,"35.42603659,-77.9998823",Lane Tree Golf Club and Conference Center,Goldsboro,North Carolina,US,2024-02-11T05:00:00.000Z
IMHOG9h4M2,"45.2722309,-122.767647",Langdon Farms Golf Club - Golf Shop,Aurora,Oregon,US,2024-02-11T05:00:00.000Z
zXuDzi48mJ,"38.89862,-76.969957",Langston Golf Course & Driving Range,Washington,District of Columbia,US,2024-02-11T05:00:00.000Z
1PEhm8Zelc,"34.17777729,-84.0195298",Lanier Islands Legacy Golf Course,Buford,Georgia,US,2024-02-11T05:00:00.000Z
umUdBeWFdF,"34.1875162,-84.0165311",Lanier Islands Legacy Lodge,Buford,Georgia,US,2024-02-11T05:00:00.000Z
3xaA0dkJGL,"28.1025119,-82.6982846",Lansbrook Golf Club,Palm Harbor,Florida,US,2024-02-11T05:00:00.000Z
1DgzrdwWLD,"33.0894908,-97.1219315",Lantana Golf Club,Lantana,Texas,US,2024-02-11T05:00:00.000Z
r3VWBOg6Jk,"43.026809,-83.372862",Lapeer Country Club,Lapeer,Michigan,US,2024-02-11T05:00:00.000Z
m8qo3UT1n5,"46.8423586,-114.049628",Larchmont Golf Course,Missoula,Montana,US,2024-02-11T05:00:00.000Z
35oz4E0LiS,"27.5904584,-99.4624056",Laredo Country Club,Laredo,Texas,US,2024-02-11T05:00:00.000Z
FJ8FwQznnu,"27.8869752,-82.8209318",Largo Golf Course,Largo,Florida,US,2024-02-11T05:00:00.000Z
SCa6p1D8BW,"35.3008384,-80.9249675",Larkhaven Road,Charlotte,North Carolina,US,2024-02-11T05:00:00.000Z
8iYaW5gR8G,"35.74783749,-80.8709523",Larkin Golf Club Closed (Now The 500 Club),Statesville,North Carolina,US,2024-02-11T05:00:00.000Z
1NHOIIEKTR,"32.6543288,-114.379453",Las Barrancas,Fortuna Foothills,Arizona,US,2024-02-11T05:00:00.000Z
LQPp5cgHFs,"33.3751581,-112.045401",Las Colinas,Phoenix,Arizona,US,2024-02-11T05:00:00.000Z
XRWz3FgKys,"32.86160549,-96.9471252",Las Colinas Country Club,Irving,Texas,US,2024-02-11T05:00:00.000Z
TsQz6CifmA,"33.24417839,-111.618044",Las Colinas Golf Club,Queen Creek,Arizona,US,2024-02-11T05:00:00.000Z
gD6Rc5iOuP,"28.7250804,-81.7826317",Las Colinas Hoa,Howey-in-the-Hills,Florida,US,2024-02-11T05:00:00.000Z
mCPFNnuwBb,"34.2505843,-119.071599",Las Posas Country Club,Camarillo,California,US,2024-02-11T05:00:00.000Z
xLGEhBXjWU,"37.69679259,-121.824775",Las Positas Golf Course,Livermore,California,US,2024-02-11T05:00:00.000Z
Fx3vfOaHZq,"33.48903029,-111.670811",Las Sendas Golf Club,Mesa,Arizona,US,2024-02-11T05:00:00.000Z
wSXL0hbkYP,"36.18414939,-115.199677",Las Vegas Golf Club,Las Vegas,Nevada,US,2024-02-11T05:00:00.000Z
ZKAvBylavC,"36.12877299,-115.124888",Las Vegas National Golf Course,Las Vegas,Nevada,US,2024-02-11T05:00:00.000Z
TA1n7v6V0v,"36.357517,-115.321493",Las Vegas Paiute Golf Resort,Las Vegas,Nevada,US,2024-02-11T05:00:00.000Z
gJ3hFY0lWu,"38.9329112,-84.687118",Lassing Pointe Golf Course,Union,Kentucky,US,2024-02-11T05:00:00.000Z
VqocsjaN1R,"32.2920437,-81.017071",Latitude Margaritaville Hilton Head,Hardeeville,South Carolina,US,2024-02-11T05:00:00.000Z
Ur9hpPgOlr,"39.4972717,-74.923868",Latona Country Club,Vineland,New Jersey,US,2024-02-11T05:00:00.000Z
Kr99bzuy7m,"40.2759467,-79.3722456",Latrobe Country Club,Latrobe,Pennsylvania,US,2024-02-11T05:00:00.000Z
Iq813vbZcX,"40.33858329,-79.3704909",Latrobe Elks Lodge Golf Club,Latrobe,Pennsylvania,US,2024-02-11T05:00:00.000Z
i38bOGjaDP,"35.1384402,-114.526263",Laughlin Ranch Golf Club,Bullhead City,Arizona,US,2024-02-11T05:00:00.000Z
90QnwpuIFi,"39.99280359,-74.8852607",Laurel Creek Country Club,Mount Laurel Township,New Jersey,US,2024-02-11T05:00:00.000Z
3PrXuhJEA4,"45.6800959,-108.808126",Laurel Golf Club,Laurel,Montana,US,2024-02-11T05:00:00.000Z
qDGFUT0EOG,"38.7178902,-77.2455426",Laurel Hill Golf Club,Lorton,Virginia,US,2024-02-11T05:00:00.000Z
ZdpLbKJLjR,"30.8145275,-81.618878",Laurel Island Links,Kingsland,Georgia,US,2024-02-11T05:00:00.000Z
GZXqRbQ1Sx,"41.4898399,-71.6042358",Laurel Lane Country Club,South Kingstown,Rhode Island,US,2024-02-11T05:00:00.000Z
YEqPZT6a0t,"40.9760025,-72.5465681",Laurel Links Country Club,Mattituck,New York,US,2024-02-11T05:00:00.000Z
zfSjswv4EV,"27.3076378,-82.4162681",Laurel Oak Country Club,Sarasota,Florida,US,2024-02-11T05:00:00.000Z
Td9D9QK1Z6,"38.6116485,-83.8174743",Laurel Oaks Golf Club,Maysville,Kentucky,US,2024-02-11T05:00:00.000Z
HSRurcORBE,"35.4890975,-83.0185012",Laurel Ridge Country Club,Waynesville,North Carolina,US,2024-02-11T05:00:00.000Z
UueOlX2NHY,"37.87728879,-78.2681296",Laurel Ridge Golf Club,Palmyra,Virginia,US,2024-02-11T05:00:00.000Z
QJu8Ycwg2W,"34.0999226,-84.1538223",Laurel Springs Golf Club,Suwanee,Georgia,US,2024-02-11T05:00:00.000Z
WVZm28Jkkk,"35.180629,-84.899946",Laurel Valley,Cleveland,Tennessee,US,2024-02-11T05:00:00.000Z
wxnqMxZCa4,"40.2278899,-79.2411312",Laurel Valley Golf Club,Ligonier,Pennsylvania,US,2024-02-11T05:00:00.000Z
nUYERlBUNu,"44.0299287,-123.067925",Laurelwood Golf Course,Eugene,Oregon,US,2024-02-11T05:00:00.000Z
nP1RkMcwLS,"42.8490219,-94.8653868",Laurens Golf & Country Club,Laurens,Iowa,US,2024-02-11T05:00:00.000Z
BYJfuEuNQs,"38.9768698,-95.26365",Lawrence Country Club,Lawrence,Kansas,US,2024-02-11T05:00:00.000Z
mXzpFnA1qI,"38.7296336,-87.7225311",Lawrence County Country Club,Lawrenceville,Illinois,US,2024-02-11T05:00:00.000Z
bbyXDS53PA,"35.2418441,-87.3636245",Lawrenceburg Golf and Country Club,Lawrenceburg,Tennessee,US,2024-02-11T05:00:00.000Z
7TUGI6JUqr,"34.6095835,-98.4496988",Lawton Country Club,Lawton,Oklahoma,US,2024-02-11T05:00:00.000Z
vi8mxxTevX,"34.5719871,-98.4131084",Lawton Municipal Golf Course,Lawton,Oklahoma,US,2024-02-11T05:00:00.000Z
I4qEtduT7N,"39.21205039,-77.1427587",Laytonsville,Laytonsville,Maryland,US,2024-02-11T05:00:00.000Z
i7BBnCVtup,"42.11597229,-73.9599743",Lazy Swan Golf & Country Club,Saugerties,New York,US,2024-02-11T05:00:00.000Z
u0h879vyPD,"44.4598517,-93.9113634",Le Sueur,Le Sueur,Minnesota,US,2024-02-11T05:00:00.000Z
vYfDJc8lhw,"30.0933262,-91.9450179",Le Triomphe Golf & Country Club,Broussard,Louisiana,US,2024-02-11T05:00:00.000Z
5dnsg1LRrM,"32.3268795,-90.1466159",LeFleur's Bluff State Park Mayes Lake,Jackson,Mississippi,US,2024-02-11T05:00:00.000Z
bMPkpk0nHb,"42.98103769,-77.969741",LeRoy Country Club,Le Roy,New York,US,2024-02-11T05:00:00.000Z
PhYPiQ4kc6,"44.267978,-103.813435",Lead Country Club,Lead,South Dakota,US,2024-02-11T05:00:00.000Z
MQHqsMhRsq,"42.9176608,-82.6355387",Leaning Tree Golf Club,Township of Wales,Michigan,US,2024-02-11T05:00:00.000Z
MZ3AmAoW3W,"40.671233,-86.137936",Leaning Tree Golf Course,Peru,Indiana,US,2024-02-11T05:00:00.000Z
DAs7ypFi64,"42.7060959,-74.9279701",Leatherstocking Golf Course,Cooperstown,New York,US,2024-02-11T05:00:00.000Z
OTvZ68BiDz,"39.2656936,-94.9084853",Leavenworth Golf Club,Lansing,Kansas,US,2024-02-11T05:00:00.000Z
sdbICqkrn8,"47.57927129,-120.670904",Leavenworth Golf Club,Leavenworth,Washington,US,2024-02-11T05:00:00.000Z
Xo7vBgY2Y4,"37.5528836,-85.2552819",Lebanon Country Club,Lebanon,Kentucky,US,2024-02-11T05:00:00.000Z
CpnDWY7pdp,"36.2221213,-86.3078587",Lebanon Golf & Country Club,Lebanon,Tennessee,US,2024-02-11T05:00:00.000Z
LCYLQFqXfB,"40.401914,-76.29355",Lebanon Valley Golf Course,Myerstown,Pennsylvania,US,2024-02-11T05:00:00.000Z
7t9s2j7XHn,"41.86523469,-70.9667743",Lebaron Hills Country Club,Lakeville,Massachusetts,US,2024-02-11T05:00:00.000Z
sPiGpcL7tN,"40.24971019,-75.4040126",Lederach Golf Course,Harleysville,Pennsylvania,US,2024-02-11T05:00:00.000Z
vnUuOVGupY,"42.7560234,-84.8025131",Ledge Meadows Golf Course,Grand Ledge,Michigan,US,2024-02-11T05:00:00.000Z
Ylzw7zjmDr,"40.2563171,-75.9662322",LedgeRock Golf Club,Mohnton,Pennsylvania,US,2024-02-11T05:00:00.000Z
pwtkG54Iru,"41.8675673,-71.3199348",Ledgemont Country Club,Seekonk,Massachusetts,US,2024-02-11T05:00:00.000Z
cpozHIAzLn,"42.24118379,-72.6058949",Ledges Golf Club,South Hadley,Massachusetts,US,2024-02-11T05:00:00.000Z
CKs1kV5Bjd,"43.1904907,-70.746437",Ledges Golf Club,York,Maine,US,2024-02-11T05:00:00.000Z
KYMJvA7e4J,"42.4428148,-88.978117",Ledges Golf Course,Roscoe,Illinois,US,2024-02-11T05:00:00.000Z
w9m1UzhgBB,"36.68950179,-93.3415699",Ledgestone Country Club - Public Welcome,Reeds Spring,Missouri,US,2024-02-11T05:00:00.000Z
Doo36IQ0Z8,"44.425663,-87.996178",Ledgeview Golf Course,De Pere,Wisconsin,US,2024-02-11T05:00:00.000Z
O61clKwxlE,"45.4776599,-98.5051953",Lee Park Golf Course,Aberdeen,South Dakota,US,2024-02-11T05:00:00.000Z
VD5HAQK4nE,"38.2370096,-77.4794282",Lee's Hill Golf Club,Fredericksburg,Virginia,US,2024-02-11T05:00:00.000Z
MdNhoFQ7Xd,"44.85594169,-85.8573225",Leelanau Curling Club,Maple City,Michigan,US,2024-02-11T05:00:00.000Z
2sQDO80Rn3,"36.1815796,-86.7203823",Legacy Church,Nashville,Tennessee,US,2024-02-11T05:00:00.000Z
aeb0NCAGCk,"44.3087577,-93.254487",Legacy Golf,Faribault,Minnesota,US,2024-02-11T05:00:00.000Z
d8WD6hOdnm,"27.3898603,-82.4154571",Legacy Golf Club At Lakewood Ranch,Bradenton,Florida,US,2024-02-11T05:00:00.000Z
RDAWWcIvFK,"37.4050697,-86.2578973",Legacy Golf Course,Leitchfield,Kentucky,US,2024-02-11T05:00:00.000Z
ynszA8y2Pw,"35.09411989,-79.423338",Legacy Golf Links,Aberdeen,North Carolina,US,2024-02-11T05:00:00.000Z
VJkJ5UpEJY,"33.896404,-84.500333",Legacy Golf Links & Driving Range,Smyrna,Georgia,US,2024-02-11T05:00:00.000Z
yuP6ponECE,"33.38473779,-112.012953",Legacy Golf Resort,Phoenix,Arizona,US,2024-02-11T05:00:00.000Z
JizxIQgvSu,"41.643936,-86.7587615",Legacy Hills Golf Club,La Porte,Indiana,US,2024-02-11T05:00:00.000Z
jlKlWMFr43,"30.7127737,-97.718205",Legacy Hills Golf Club,Georgetown,Texas,US,2024-02-11T05:00:00.000Z
PNgvYi34Zu,"34.7441554,-82.3236394",Legacy Pines Golf Club,Greenville,South Carolina,US,2024-02-11T05:00:00.000Z
utUJUx9pPE,"39.8923349,-105.035843",Legacy Ridge Golf Course,Westminster,Colorado,US,2024-02-11T05:00:00.000Z
BcL6DqbexH,"35.70159849,-81.082015",Legacy Ridge by Centex,Catawba,North Carolina,US,2024-02-11T05:00:00.000Z
5BuLqqD44J,"28.257924,-81.6046214",Legacy Union Square Apartments,Davenport,Florida,US,2024-02-11T05:00:00.000Z
XKRaV36CiB,"28.32978319,-81.4907906",Legacy Vacation Resorts Kissimmee/Orlando - Near Disney,Kissimmee,Florida,US,2024-02-11T05:00:00.000Z
2HzzuqPeUQ,"46.40802259,-94.3558353",Legacy Village,East Gull Lake,Minnesota,US,2024-02-11T05:00:00.000Z
hP65hhEdGR,"41.569313,-81.2417068",Legend Lake Golf Club,Chardon,Ohio,US,2024-02-11T05:00:00.000Z
T6UmAC4OF7,"32.9463036,-80.2327871",Legend Oaks Golf Club,Summerville,South Carolina,US,2024-02-11T05:00:00.000Z
s52F2mshEZ,"33.8004071,-111.877314",Legend Trail Golf Club,Scottsdale,Arizona,US,2024-02-11T05:00:00.000Z
p6HGPwUvFG,"30.1131992,-96.0991973",Legendary Oaks Golf Course,Hempstead,Texas,US,2024-02-11T05:00:00.000Z
B8V3USddq6,"39.0311738,-84.2710627",Legendary Run Golf Course,Cincinnati,Ohio,US,2024-02-11T05:00:00.000Z
Qs6eNqHSql,"42.33212179,-83.0417228",Legends,Detroit,Michigan,US,2024-02-11T05:00:00.000Z
5HjUYY3h7T,"39.769015,-85.9943311",Legends Creek Way,Indianapolis,Indiana,US,2024-02-11T05:00:00.000Z
